"GeneSymbol"	"TP_BRCA_MEAN"	"TP_BRCA_STD"	"TP_GBM_MEAN"	"TP_GBM_STD"	"TP_OV_MEAN"	"TP_OV_STD"	"TP_LUAD_MEAN"	"TP_LUAD_STD"	"TP_UCEC_MEAN"	"TP_UCEC_STD"	"TP_KIRC_MEAN"	"TP_KIRC_STD"	"TP_HNSC_MEAN"	"TP_HNSC_STD"	"TP_LGG_MEAN"	"TP_LGG_STD"	"TP_THCA_MEAN"	"TP_THCA_STD"	"TP_LUSC_MEAN"	"TP_LUSC_STD"	"TP_PRAD_MEAN"	"TP_PRAD_STD"	"TP_SKCM_MEAN"	"TP_SKCM_STD"	"TP_COAD_MEAN"	"TP_COAD_STD"	"TP_STAD_MEAN"	"TP_STAD_STD"	"TP_BLCA_MEAN"	"TP_BLCA_STD"	"TP_LIHC_MEAN"	"TP_LIHC_STD"	"TP_CESC_MEAN"	"TP_CESC_STD"	"TP_KIRP_MEAN"	"TP_KIRP_STD"	"TP_SARC_MEAN"	"TP_SARC_STD"	"TP_LAML_MEAN"	"TP_LAML_STD"	"TP_PAAD_MEAN"	"TP_PAAD_STD"	"TP_ESCA_MEAN"	"TP_ESCA_STD"	"TP_PCPG_MEAN"	"TP_PCPG_STD"	"TP_READ_MEAN"	"TP_READ_STD"	"TP_TGCT_MEAN"	"TP_TGCT_STD"	"TP_THYM_MEAN"	"TP_THYM_STD"	"TP_KICH_MEAN"	"TP_KICH_STD"	"TP_ACC_MEAN"	"TP_ACC_STD"	"TP_MESO_MEAN"	"TP_MESO_STD"	"TP_UVM_MEAN"	"TP_UVM_STD"	"TP_DLBC_MEAN"	"TP_DLBC_STD"	"TP_UCS_MEAN"	"TP_UCS_STD"	"TP_CHOL_MEAN"	"TP_CHOL_STD"
"CDKN1A"	"3.86145757655589"	"4.16289951252565"	"4.8741498303672"	"4.7514341898015"	"3.27021396864655"	"2.41592244623353"	"6.22988429299611"	"7.29749304383037"	"5.23721221206126"	"6.25623981175625"	"92.3279375555778"	"83.9052539502759"	"2.32947378178693"	"2.60438326311598"	"0.834241125306298"	"3.04864557815891"	"7.15211247050632"	"9.83877090925793"	"4.18962090807409"	"5.96755584745123"	"1.45987924194494"	"3.11329630263924"	"4.37870104477064"	"21.9873719221428"	"2.74393708372458"	"2.42364052078823"	"2.95018930788741"	"3.85211851859474"	"5.71519228846319"	"9.12244551143683"	"3.82215393680537"	"5.39293736439367"	"3.41188050479105"	"4.83445663750248"	"5.93492111563323"	"11.0715667044992"	"12.3170748603105"	"21.1481382648119"	"0.321013518674815"	"0.765510058228055"	"4.93644402683224"	"6.30106858499777"	"2.88967051840389"	"5.18920759562171"	"19.9181754274403"	"29.5137536203163"	"3.01209624872102"	"2.70418071689711"	"3.99582948717949"	"1.39131913276193"	"2.15248860867998"	"3.17701261145101"	"12.8515352512106"	"15.3717001698194"	"13.7397782731351"	"14.2679110475775"	"2.349621238715"	"3.20880163044933"	"0.423778931034551"	"0.70879238863913"	"0.548673633533467"	"0.41709366077543"	"11.5173114996738"	"11.2868044108567"	"5.6379305245381"	"14.8785912153437"
"TGFB1"	"7.79087225330031"	"4.00264719571914"	"1.51766044063456"	"0.847571814808736"	"3.13002889911164"	"1.28432649039647"	"5.90156742783903"	"3.1178442601225"	"3.44879782193705"	"2.15801113880701"	"3.12238741593571"	"2.13348881201923"	"3.54836211721238"	"1.90805771840693"	"2.04154550012546"	"0.752515014871567"	"5.02271455995858"	"1.61237143308812"	"3.40722765482791"	"1.96270006528978"	"10.4730660327734"	"3.30256780597042"	"2.0144038210981"	"1.59077865165847"	"5.53609136231044"	"3.06975662923876"	"8.50547241228411"	"3.66042841828445"	"4.96794822651433"	"2.764397730288"	"3.62597162972036"	"1.85179745800773"	"4.02961609923794"	"2.41568317463072"	"2.78239448542814"	"1.42886119715708"	"5.90154238483038"	"3.42160486077241"	"16.2350242894075"	"4.82177562035154"	"6.18897366020857"	"1.69186592515733"	"6.12643437160539"	"3.28965666779911"	"2.01184260261324"	"0.769963268410132"	"5.0574631729308"	"2.52066682129421"	"10.5837666666667"	"6.00711179196828"	"9.74487461034438"	"4.50828539487345"	"6.15042762519652"	"3.01922662174601"	"1.92088144589505"	"1.23424154372473"	"5.41516348705756"	"2.31805139726139"	"0.87630036071905"	"0.531362026056572"	"8.32437499527856"	"6.29472686052011"	"4.54511407096888"	"3.80118093347551"	"4.48720583510311"	"2.38601180745337"
"ZEB1"	"15.6475002042607"	"8.05877050450421"	"5.1577499418596"	"4.0950671106353"	"8.91312869652934"	"5.11822651872115"	"10.1787993289132"	"5.00469272532988"	"11.8710528697639"	"6.74925660576903"	"4.79440275387065"	"1.57646260077662"	"11.3709290574077"	"4.98792347765062"	"6.18941172315898"	"3.42568161741819"	"5.68679015280442"	"1.86234673392969"	"11.0429101913077"	"5.1585372837517"	"8.1030113405943"	"2.91574917293657"	"8.61139545380244"	"5.54394912017956"	"6.42525805245389"	"3.05338158747657"	"6.40138732072415"	"2.97658293144531"	"10.0817953164653"	"5.00599913714326"	"2.52324094366279"	"2.04121216656347"	"9.22066260251952"	"5.14617092131169"	"4.36745560968235"	"2.22889036337882"	"5.49127073131699"	"4.75752188583801"	"21.0654055659871"	"11.4288718895244"	"7.61578611678022"	"2.51992048904794"	"10.8885085557529"	"5.08440905098646"	"3.24826194750898"	"1.22909613649379"	"6.46936864519011"	"3.22333574338286"	"53.0880884615385"	"15.9495879743363"	"6.0414770521865"	"2.8444809609136"	"3.18962856375776"	"1.48863597366168"	"3.61348866811109"	"2.32892060275795"	"7.02899131158291"	"2.96909461095184"	"4.2479897697"	"1.95584018934573"	"2.55680143844919"	"1.46677839402445"	"14.5656751709104"	"7.04133746552394"	"6.642574670297"	"5.55805521257813"
"MIF"	"24.3780677200385"	"26.7305147309646"	"40.9364854228271"	"26.1931824700867"	"76.8103100199972"	"73.174937378075"	"35.1981772568102"	"44.7595155109091"	"53.4384851749215"	"55.6470603920421"	"57.9518471345426"	"46.3452399310807"	"220.279846834084"	"190.505114809361"	"25.8906733415916"	"12.6134911090046"	"8.98503645941155"	"4.00584593333471"	"201.358036409849"	"173.851293239772"	"11.4352760939856"	"4.64133768731336"	"20.4040123440422"	"22.2692013167875"	"56.3189617504189"	"56.7288894833133"	"32.9251504230496"	"43.0473938411749"	"114.29903281588"	"128.163641354635"	"2.3153805525321"	"5.50355154388483"	"145.240053128961"	"143.650602706642"	"20.1974746186676"	"46.1051839593818"	"16.3127355932477"	"27.3884506375706"	"13.6024145186011"	"13.8541798720279"	"63.4220873302829"	"62.9742854437537"	"117.84386461455"	"167.684090725966"	"6.22560185218465"	"9.33440062576081"	"69.279794836328"	"72.2974711983806"	"37.0053788461538"	"12.4988398834194"	"7.58146842859694"	"7.95660153644839"	"13.3204491966238"	"15.3157349414132"	"15.2064994601411"	"14.1338749497727"	"21.4416643360924"	"26.1710599843751"	"9.5329171798005"	"6.40893284571556"	"8.94072136302875"	"4.69622175805787"	"55.0341300696386"	"78.1197245040359"	"20.1913459894895"	"77.016326170756"
"IDO1"	"0.0465123883040173"	"0.086606725893026"	"0.0827826863278718"	"0.190881084516636"	"0.0467706254160551"	"0.143396793623286"	"0.133204798930389"	"0.351510181892604"	"0.0767203697127325"	"0.275018375523734"	"0.0560708204674944"	"0.0739765987999904"	"0.040860998189995"	"0.107335042259841"	"0.102207538645361"	"0.211521989920001"	"0.0491957967843305"	"0.0803843663012502"	"0.154107451090378"	"1.24826078669058"	"0.044573298440785"	"0.0971355302887249"	"0.0657078926658163"	"0.151844600833179"	"0.0387955119646296"	"0.111642149895782"	"0.133903778404966"	"0.238789068768084"	"0.0436459545121632"	"0.109606721771242"	"0.0851694113315429"	"1.06012852099411"	"0.109044149687744"	"0.236324170071428"	"0.0650391782043779"	"0.0885489849917584"	"0.100766126713756"	"0.231515426671372"	"0.206978704594672"	"0.297533393525249"	"0.0970028137707374"	"0.310747403212215"	"0.157722694389409"	"0.639233598139675"	"0.0210653634441527"	"0.043470215785639"	"0.0355268615275441"	"0.0613383378491841"	"1.46422884615385"	"2.60221458967375"	"0.134157577514445"	"0.132577570901833"	"0.0125547353808472"	"0.0222853948472451"	"0.275783377111294"	"1.26792680198589"	"0.0735312155917663"	"0.103756278023104"	"0.010904301082645"	"0.0265268461109648"	"0.200724226199929"	"0.203921547278338"	"0.132540611763279"	"0.178881681964558"	"0.0554241879146911"	"0.0971577100734523"
"GSK3B"	"7.62107751837556"	"9.19851083870039"	"4.39752946146615"	"1.11097429411293"	"3.40075021618817"	"1.40579572464341"	"5.76105507960689"	"2.75491591629617"	"3.7367160567836"	"1.74800081838815"	"4.46740376385908"	"1.25344458186859"	"4.79241655400337"	"1.88330815295701"	"4.85906096803437"	"1.34342058790164"	"3.79631358685158"	"0.819809144604885"	"5.48008273698423"	"2.03803794206667"	"5.30223984167209"	"1.66112358422383"	"3.83003110761339"	"1.6845348350671"	"3.89884427268453"	"2.14112038426531"	"4.70406039914391"	"1.94206148942573"	"5.06376107851961"	"2.04218083087564"	"2.87758616079593"	"1.49428427934162"	"5.72489123610783"	"3.71623819605879"	"3.7363886520624"	"1.36052978447292"	"4.42271926877543"	"1.72982423947422"	"7.21324190287146"	"1.70099059152236"	"3.75591452709231"	"1.06287138666828"	"5.94507924144919"	"2.12047934370458"	"3.07466030957876"	"0.811897006527663"	"3.49116734942305"	"1.37580979977761"	"9.95196858974359"	"4.01042615272073"	"4.81569949972536"	"1.74719146281576"	"2.54430503271863"	"0.968858593960257"	"3.77503880933456"	"1.26241835941959"	"4.99451787943733"	"1.87601241126677"	"2.0162136821808"	"1.13300070800066"	"3.90595282705062"	"1.55871179530021"	"5.21936499856607"	"2.16519335944085"	"3.780393445738"	"1.5762730039584"
"CASP3"	"3.89085708043577"	"1.82599765484229"	"4.67294660462745"	"1.83281031663115"	"3.47047839913813"	"1.62554646209384"	"3.82734776859028"	"2.24727906043959"	"2.79191736938355"	"1.91191721139023"	"4.43344971695817"	"1.83631473118286"	"3.57345416040878"	"1.86381920656931"	"7.08982443811459"	"2.37141067506357"	"3.26082382470452"	"1.13237451830303"	"4.01181303911689"	"1.71279521305004"	"2.05307983667152"	"1.18057852936818"	"4.43214687703259"	"2.16693621061802"	"3.10402457634413"	"1.89892863725991"	"4.57277099226083"	"2.48432603470224"	"2.87537682815101"	"1.99850030536125"	"0.943113279141626"	"0.756190022153692"	"2.82871899525162"	"1.31227070018027"	"3.06651353262543"	"1.34865727834417"	"3.43469345621514"	"1.95450989258122"	"21.1093530667242"	"8.93313003768911"	"3.19902150879842"	"1.2941416657027"	"5.29362236511815"	"2.28401497247699"	"2.99440749908676"	"1.21544206154389"	"2.83995112960503"	"1.12415613325193"	"0.256537179487179"	"0.19244258472391"	"5.00772334117726"	"3.0909944812692"	"2.94819751470264"	"1.13768364472483"	"1.6636908694003"	"0.939468223995372"	"3.14322033175779"	"1.50249607855856"	"2.38164902771992"	"0.859838980632402"	"5.64851501735396"	"3.67485168314266"	"3.1482969213918"	"1.43080736443506"	"2.38012057557147"	"1.49763452144081"
"CASP9"	"103.029185220697"	"54.1804805919491"	"106.055456208875"	"49.6534922116807"	"166.645365250706"	"135.845777795554"	"132.943333998792"	"84.9854906895319"	"116.447845422072"	"69.4964065725699"	"261.025262150502"	"121.151858010264"	"190.5137704626"	"96.7685408323855"	"22.4760207566123"	"16.657736182409"	"53.2695442271905"	"18.7463230954875"	"155.474202827609"	"85.5565514366445"	"49.3337487012679"	"26.1233893996964"	"149.839233188708"	"75.7079056780255"	"150.986247920143"	"60.6803788781026"	"133.965400725101"	"70.4948966748742"	"100.097218075192"	"75.3493832921047"	"80.5545452563691"	"40.8643003652284"	"149.565326419042"	"79.458258085798"	"105.396195027939"	"67.9828503873804"	"90.318100123463"	"78.9528098616799"	"73.5946353766172"	"22.5303892070638"	"104.273899708133"	"49.711908171457"	"158.040798050094"	"94.8730596894932"	"46.8768584542806"	"35.3824184343647"	"138.901599217628"	"55.6073801265362"	"2.76067371794872"	"2.42605686602268"	"48.181077439305"	"23.3444894626334"	"76.0969845239865"	"46.6672974212023"	"129.395214113918"	"83.835844136095"	"184.374877700488"	"96.1399069103867"	"101.637931357796"	"36.109067520726"	"143.596035371729"	"63.2986207516095"	"122.51542102768"	"81.0205755492099"	"85.4032237130689"	"50.9187660657207"
"PKM"	"4.26782126018801"	"2.26013092620666"	"3.78566219101485"	"2.38306933921433"	"6.02624238751018"	"3.96581033808215"	"4.54060690810997"	"2.70275528238162"	"6.76298385015857"	"3.48126922941392"	"2.54948853692764"	"0.974984018054995"	"2.59486031586822"	"1.60655185660194"	"3.30897042340019"	"1.34143427076634"	"2.35901616091965"	"0.710352549428499"	"5.03962612634072"	"2.7713014284532"	"2.88393217924793"	"1.21027334134687"	"5.16999087275024"	"3.23002137515022"	"3.01023799242312"	"1.32869624114583"	"2.94088273582885"	"1.71665153990194"	"4.19909661234188"	"2.53835212431042"	"2.01958945917674"	"1.69436063316719"	"4.27425832928406"	"2.55160992106613"	"2.81232413630949"	"1.43278588717344"	"3.65982570571193"	"2.8172195159319"	"9.71912702818013"	"3.69697273924503"	"2.93595246534362"	"0.905961101700814"	"3.30440308788479"	"2.21403916780234"	"3.28591663832038"	"1.17493205116063"	"3.02022358451225"	"0.992102452414244"	"3.58225384615385"	"1.3442716804126"	"6.0906302369419"	"1.85081483455996"	"1.77461490452906"	"0.768938109321917"	"3.70304239837218"	"3.87836442597625"	"4.06304692897791"	"2.43361957595617"	"4.7116743656138"	"2.30889586741862"	"2.18125809880862"	"1.48387972139254"	"12.0867332761763"	"4.72039696548646"	"3.75310656454853"	"2.22610434819731"
"MMP9"	"2.45889885550004"	"1.77990653094956"	"7.31732343260799"	"4.49761078006307"	"1.02467633430512"	"1.44895212274275"	"3.15495650134955"	"4.82699307520523"	"0.537266176750436"	"0.832291754105899"	"2.05608238465089"	"2.83052550259322"	"1.38898185522487"	"1.50321339817959"	"16.1175478906445"	"7.97485391707507"	"1.41938703968221"	"2.19143119103909"	"2.77337186252295"	"3.53376701130464"	"0.814987619398151"	"1.65829011872007"	"1.38316495107773"	"4.02487530420845"	"1.45560950198568"	"1.7073349972214"	"1.13448655274683"	"1.09570163755392"	"1.50886872315099"	"1.89572249702241"	"0.306872589729875"	"0.784033342057586"	"0.699954936540831"	"1.00247187794064"	"0.594157468763198"	"1.64203607294583"	"3.63560422647172"	"7.43174435820301"	"0.00902675565340901"	"0.0407512797923801"	"6.20438328491307"	"4.17081935642936"	"0.972795907093315"	"1.03390482544315"	"0.73231338862466"	"1.24138014171428"	"1.46211195860767"	"1.73979842845924"	"0.15399358974359"	"0.300794775752395"	"0.321941517602836"	"0.94987482952279"	"0.60725085279124"	"1.99402809416311"	"0.900874205782958"	"1.83905541971692"	"2.64568451575303"	"3.04244180541352"	"0.16898162277077"	"0.802866819504022"	"0.478665764327453"	"1.58689241212688"	"0.330671343679477"	"0.680637956258526"	"1.50702249879974"	"1.98079567903299"
